institution_id,year,disease_id,disease_count
INST001,2020,D041,68
INST001,2020,D042,147
INST001,2020,D043,98
INST001,2020,D044,123
INST001,2020,D045,72
INST001,2020,D046,161
INST001,2020,D047,279
INST001,2020,D048,97
INST001,2020,D049,36
INST001,2020,D050,32
INST001,2021,D001,867
INST001,2021,D002,691
INST001,2021,D003,431
INST001,2021,D004,171
INST001,2021,D005,292
INST001,2021,D006,208
INST001,2021,D007,431
INST001,2021,D008,339
INST001,2021,D009,149
INST001,2021,D010,178
INST001,2021,D011,80
INST001,2021,D012,363
INST001,2021,D013,159
INST001,2021,D014,313
INST001,2021,D015,479
INST001,2021,D016,536
INST001,2021,D017,188
INST001,2021,D018,339
INST001,2021,D019,303
INST001,2021,D020,408
INST001,2021,D021,139
INST001,2021,D022,177
INST001,2021,D023,261
INST001,2021,D024,70
INST001,2021,D025,86
INST001,2021,D026,52
INST001,2021,D027,133
INST001,2021,D028,141
INST001,2021,D029,68
INST001,2021,D030,96
INST001,2021,D031,76
INST001,2021,D032,100
INST001,2021,D033,173
INST001,2021,D034,62
INST001,2021,D035,50
INST001,2021,D036,40
INST001,2021,D037,1819
INST001,2021,D038,310
INST001,2021,D039,137
INST001,2021,D040,127
INST001,2021,D041,98
INST001,2021,D042,186
INST001,2021,D043,110
INST001,2021,D044,117
INST001,2021,D045,91
INST001,2021,D046,131
INST001,2021,D047,350
INST001,2021,D048,108
INST001,2021,D049,55
INST001,2021,D050,35
INST001,2022,D001,708
INST001,2022,D002,618
INST001,2022,D003,322
INST001,2022,D004,189
INST001,2022,D005,306
INST001,2022,D006,221
INST001,2022,D007,374
INST001,2022,D008,249
INST001,2022,D009,157
INST001,2022,D010,128
INST001,2022,D011,102
INST001,2022,D012,295
INST001,2022,D013,142
INST001,2022,D014,271
INST001,2022,D015,427
INST001,2022,D016,412
INST001,2022,D017,180
INST001,2022,D018,309
INST001,2022,D019,284
INST001,2022,D020,302
INST001,2022,D021,132
INST001,2022,D022,158
INST001,2022,D023,200
INST001,2022,D024,67
INST001,2022,D025,70
INST001,2022,D026,55
INST001,2022,D027,100
INST001,2022,D028,98
INST001,2022,D029,70
INST001,2022,D030,94
INST001,2022,D031,77
INST001,2022,D032,118
INST001,2022,D033,152
INST001,2022,D034,60
INST001,2022,D035,59
INST001,2022,D036,34
INST001,2022,D037,884
INST001,2022,D038,247
INST001,2022,D039,112
INST001,2022,D040,138
INST001,2022,D041,86
INST001,2022,D042,177
INST001,2022,D043,77
INST001,2022,D044,107
INST001,2022,D045,84
INST001,2022,D046,162
INST001,2022,D047,239
INST001,2022,D048,97
INST001,2022,D049,43
INST001,2022,D050,38
INST001,2023,D001,850
INST001,2023,D002,647
INST001,2023,D003,387
INST001,2023,D004,167
INST001,2023,D005,278
INST001,2023,D006,195
INST001,2023,D007,338
INST001,2023,D008,283
INST001,2023,D009,172
INST001,2023,D010,137
INST001,2023,D011,87
INST001,2023,D012,317
INST001,2023,D013,119
INST001,2023,D014,276
INST001,2023,D015,414
INST001,2023,D016,406
INST001,2023,D017,240
INST001,2023,D018,242
INST001,2023,D019,348
INST001,2023,D020,376
INST001,2023,D021,101
INST001,2023,D022,146
INST001,2023,D023,197
INST001,2023,D024,89
INST001,2023,D025,76
INST001,2023,D026,49
INST001,2023,D027,101
INST001,2023,D028,137
INST001,2023,D029,74
INST001,2023,D030,93
INST001,2023,D031,80
INST001,2023,D032,126
INST001,2023,D033,156
INST001,2023,D034,80
INST001,2023,D035,69
INST001,2023,D036,47
INST001,2023,D037,201
INST001,2023,D038,264
INST001,2023,D039,128
INST001,2023,D040,138
INST001,2023,D041,104
INST001,2023,D042,207
INST001,2023,D043,89
INST001,2023,D044,102
INST001,2023,D045,67
INST001,2023,D046,159
INST001,2023,D047,317
INST001,2023,D048,121
INST001,2023,D049,47
INST001,2023,D050,34
INST001,2024,D001,674
INST001,2024,D002,522
INST001,2024,D003,328
INST001,2024,D004,187
INST001,2024,D005,264
INST001,2024,D006,210
INST001,2024,D007,397
INST001,2024,D008,303
INST001,2024,D009,121
INST001,2024,D010,156
INST001,2024,D011,89
INST001,2024,D012,284
INST001,2024,D013,117
INST001,2024,D014,242
INST001,2024,D015,471
INST001,2024,D016,457
INST001,2024,D017,238
INST001,2024,D018,336
INST001,2024,D019,342
INST001,2024,D020,315
INST001,2024,D021,94
INST001,2024,D022,138
INST001,2024,D023,243
INST001,2024,D024,84
INST001,2024,D025,87
INST001,2024,D026,57
INST001,2024,D027,121
INST001,2024,D028,120
INST001,2024,D029,76
INST001,2024,D030,72
INST001,2024,D031,65
INST001,2024,D032,100
INST001,2024,D033,119
INST001,2024,D034,62
INST001,2024,D035,63
INST001,2024,D036,42
INST001,2024,D037,156
INST001,2024,D038,254
INST001,2024,D039,94
INST001,2024,D040,139
INST001,2024,D041,71
INST001,2024,D042,176
INST001,2024,D043,90
INST001,2024,D044,89
INST001,2024,D045,77
INST001,2024,D046,125
INST001,2024,D047,275
INST001,2024,D048,96
INST001,2024,D049,42
INST001,2024,D050,32
INST001,2025,D001,853
INST001,2025,D002,573
INST001,2025,D003,408
INST001,2025,D004,218
INST001,2025,D005,292
INST001,2025,D006,205
INST001,2025,D007,311
INST001,2025,D008,298
INST001,2025,D009,185
INST001,2025,D010,159
INST001,2025,D011,98
INST001,2025,D012,343
INST001,2025,D013,147
INST001,2025,D014,289
INST001,2025,D015,501
INST001,2025,D016,407
INST001,2025,D017,187
INST001,2025,D018,266
INST001,2025,D019,275
INST001,2025,D020,371
INST001,2025,D021,126
INST001,2025,D022,137
INST001,2025,D023,250
INST001,2025,D024,85
INST001,2025,D025,66
INST001,2025,D026,64
INST001,2025,D027,127
INST001,2025,D028,104
INST001,2025,D029,87
INST001,2025,D030,100
INST001,2025,D031,65
INST001,2025,D032,87
INST001,2025,D033,142
INST001,2025,D034,74
INST001,2025,D035,73
INST001,2025,D036,44
INST001,2025,D037,205
INST001,2025,D038,224
INST001,2025,D039,124
INST001,2025,D040,146
INST001,2025,D041,77
INST001,2025,D042,214
INST001,2025,D043,105
INST001,2025,D044,120
INST001,2025,D045,65
INST001,2025,D046,184
INST001,2025,D047,326
INST001,2025,D048,116
INST001,2025,D049,45
INST001,2025,D050,36
INST001,2026,D001,753
INST001,2026,D002,715
INST001,2026,D003,435
INST001,2026,D004,169
INST001,2026,D005,400
INST001,2026,D006,271
INST001,2026,D007,455
INST001,2026,D008,331
INST001,2026,D009,156
INST001,2026,D010,193
INST001,2026,D011,114
INST001,2026,D012,292
INST001,2026,D013,162
INST001,2026,D014,277
INST001,2026,D015,439
INST001,2026,D016,470
INST001,2026,D017,263
INST001,2026,D018,291
INST001,2026,D019,385
INST001,2026,D020,409
INST001,2026,D021,107
INST001,2026,D022,185
INST001,2026,D023,216
INST001,2026,D024,79
INST001,2026,D025,83
INST001,2026,D026,61
INST001,2026,D027,97
INST001,2026,D028,146
INST001,2026,D029,70
INST001,2026,D030,78
INST001,2026,D031,90
INST001,2026,D032,105
INST001,2026,D033,185
INST001,2026,D034,78
INST001,2026,D035,58
INST001,2026,D036,38
INST001,2026,D037,232
INST001,2026,D038,234
INST001,2026,D039,131
INST001,2026,D040,144
INST001,2026,D041,106
INST001,2026,D042,216
INST001,2026,D043,102
INST001,2026,D044,120
INST001,2026,D045,89
INST001,2026,D046,134
INST001,2026,D047,271
INST001,2026,D048,138
INST001,2026,D049,44
INST001,2026,D050,41
INST002,2015,D001,601
INST002,2015,D002,531
INST002,2015,D003,277
INST002,2015,D004,167
INST002,2015,D005,236
INST002,2015,D006,178
INST002,2015,D007,263
INST002,2015,D008,206
INST002,2015,D009,105
INST002,2015,D010,138
INST002,2015,D011,82
INST002,2015,D012,216
INST002,2015,D013,98
INST002,2015,D014,209
INST002,2015,D015,371
INST002,2015,D016,443
INST002,2015,D017,187
INST002,2015,D018,226
INST002,2015,D019,218
INST002,2015,D020,245
INST002,2015,D021,88
INST002,2015,D022,108
INST002,2015,D023,149
INST002,2015,D024,62
INST002,2015,D025,56
INST002,2015,D026,59
INST002,2015,D027,95
INST002,2015,D028,107
INST002,2015,D029,52
INST002,2015,D030,78
INST002,2015,D031,61
INST002,2015,D032,99
INST002,2015,D033,127
INST002,2015,D034,55
INST002,2015,D035,48
INST002,2015,D036,32
INST002,2015,D037,64
INST002,2015,D038,255
INST002,2015,D039,92
INST002,2015,D040,126
INST002,2015,D041,71
INST002,2015,D042,128
INST002,2015,D043,78
INST002,2015,D044,76
INST002,2015,D045,53
INST002,2015,D046,127
INST002,2015,D047,217
INST002,2015,D048,118
INST002,2015,D049,31
INST002,2015,D050,34
INST002,2016,D001,705
INST002,2016,D002,438
INST002,2016,D003,305
INST002,2016,D004,154
INST002,2016,D005,259
INST002,2016,D006,231
INST002,2016,D007,377
INST002,2016,D008,221
INST002,2016,D009,132
INST002,2016,D010,145
INST002,2016,D011,83
INST002,2016,D012,297
INST002,2016,D013,100
INST002,2016,D014,189
INST002,2016,D015,369
INST002,2016,D016,327
INST002,2016,D017,164
INST002,2016,D018,209
INST002,2016,D019,212
INST002,2016,D020,278
INST002,2016,D021,104
INST002,2016,D022,115
INST002,2016,D023,169
INST002,2016,D024,68
INST002,2016,D025,68
INST002,2016,D026,49
INST002,2016,D027,101
INST002,2016,D028,118
INST002,2016,D029,70
INST002,2016,D030,72
INST002,2016,D031,67
INST002,2016,D032,103
INST002,2016,D033,122
INST002,2016,D034,57
INST002,2016,D035,53
INST002,2016,D036,44
INST002,2016,D037,89
INST002,2016,D038,183
INST002,2016,D039,82
INST002,2016,D040,104
INST002,2016,D041,83
INST002,2016,D042,162
INST002,2016,D043,69
INST002,2016,D044,80
INST002,2016,D045,67
INST002,2016,D046,136
INST002,2016,D047,282
INST002,2016,D048,101
INST002,2016,D049,37
INST002,2016,D050,26
INST002,2017,D001,613
INST002,2017,D002,457
INST002,2017,D003,272
INST002,2017,D004,131
INST002,2017,D005,314
INST002,2017,D006,229
INST002,2017,D007,325
INST002,2017,D008,283
INST002,2017,D009,151
INST002,2017,D010,148
INST002,2017,D011,68
INST002,2017,D012,206
INST002,2017,D013,125
INST002,2017,D014,212
INST002,2017,D015,368
INST002,2017,D016,441
INST002,2017,D017,165
INST002,2017,D018,261
INST002,2017,D019,279
INST002,2017,D020,283
INST002,2017,D021,84
INST002,2017,D022,118
INST002,2017,D023,176
INST002,2017,D024,67
INST002,2017,D025,72
INST002,2017,D026,47
INST002,2017,D027,102
INST002,2017,D028,92
INST002,2017,D029,74
INST002,2017,D030,78
INST002,2017,D031,64
INST002,2017,D032,86
INST002,2017,D033,116
INST002,2017,D034,52
INST002,2017,D035,59
INST002,2017,D036,36
INST002,2017,D037,79
INST002,2017,D038,264
INST002,2017,D039,100
INST002,2017,D040,115
INST002,2017,D041,73
INST002,2017,D042,138
INST002,2017,D043,71
INST002,2017,D044,104
INST002,2017,D045,66
INST002,2017,D046,139
INST002,2017,D047,211
INST002,2017,D048,102
INST002,2017,D049,44
INST002,2017,D050,30
INST002,2018,D001,557
INST002,2018,D002,609
INST002,2018,D003,329
INST002,2018,D004,147
INST002,2018,D005,238
INST002,2018,D006,214
INST002,2018,D007,335
INST002,2018,D008,209
INST002,2018,D009,157
INST002,2018,D010,168
INST002,2018,D011,77
INST002,2018,D012,222
INST002,2018,D013,134
INST002,2018,D014,223
INST002,2018,D015,392
INST002,2018,D016,395
INST002,2018,D017,179
INST002,2018,D018,298
INST002,2018,D019,329
INST002,2018,D020,265
INST002,2018,D021,107
INST002,2018,D022,125
INST002,2018,D023,230
INST002,2018,D024,65
INST002,2018,D025,75
INST002,2018,D026,60
INST002,2018,D027,89
INST002,2018,D028,117
INST002,2018,D029,63
INST002,2018,D030,84
INST002,2018,D031,65
INST002,2018,D032,103
INST002,2018,D033,120
INST002,2018,D034,54
INST002,2018,D035,54
INST002,2018,D036,47
INST002,2018,D037,82
INST002,2018,D038,197
INST002,2018,D039,100
INST002,2018,D040,110
INST002,2018,D041,80
INST002,2018,D042,167
INST002,2018,D043,77
INST002,2018,D044,91
INST002,2018,D045,57
INST002,2018,D046,141
INST002,2018,D047,256
INST002,2018,D048,93
INST002,2018,D049,43
INST002,2018,D050,26
INST002,2019,D001,726
INST002,2019,D002,589
INST002,2019,D003,307
INST002,2019,D004,178
INST002,2019,D005,318
INST002,2019,D006,256
INST002,2019,D007,335
INST002,2019,D008,207
INST002,2019,D009,134
INST002,2019,D010,153
INST002,2019,D011,92
INST002,2019,D012,308
INST002,2019,D013,118
INST002,2019,D014,230
INST002,2019,D015,363
INST002,2019,D016,438
INST002,2019,D017,194
INST002,2019,D018,285
INST002,2019,D019,243
INST002,2019,D020,298
INST002,2019,D021,127
INST002,2019,D022,125
INST002,2019,D023,217
INST002,2019,D024,71
INST002,2019,D025,76
INST002,2019,D026,61
INST002,2019,D027,115
INST002,2019,D028,102
INST002,2019,D029,62
INST002,2019,D030,80
INST002,2019,D031,74
INST002,2019,D032,108
INST002,2019,D033,109
INST002,2019,D034,50
INST002,2019,D035,56
INST002,2019,D036,47
INST002,2019,D037,101
INST002,2019,D038,258
INST002,2019,D039,98
INST002,2019,D040,101
INST002,2019,D041,84
INST002,2019,D042,192
INST002,2019,D043,78
INST002,2019,D044,108
INST002,2019,D045,78
INST002,2019,D046,109
INST002,2019,D047,285
INST002,2019,D048,98
INST002,2019,D049,38
INST002,2019,D050,28
INST002,2020,D001,690
INST002,2020,D002,586
INST002,2020,D003,280
INST002,2020,D004,139
INST002,2020,D005,324
INST002,2020,D006,225
INST002,2020,D007,301
INST002,2020,D008,298
INST002,2020,D009,115
INST002,2020,D010,145
INST002,2020,D011,72
INST002,2020,D012,242
INST002,2020,D013,97
INST002,2020,D014,256
INST002,2020,D015,429
INST002,2020,D016,432
INST002,2020,D017,174
INST002,2020,D018,263
INST002,2020,D019,265
INST002,2020,D020,313
INST002,2020,D021,113
INST002,2020,D022,130
INST002,2020,D023,181
INST002,2020,D024,76
INST002,2020,D025,59
INST002,2020,D026,51
INST002,2020,D027,100
INST002,2020,D028,96
INST002,2020,D029,69
INST002,2020,D030,76
INST002,2020,D031,80
INST002,2020,D032,86
INST002,2020,D033,160
INST002,2020,D034,64
INST002,2020,D035,48
INST002,2020,D036,41
INST002,2020,D037,1417
INST002,2020,D038,258
INST002,2020,D039,82
INST002,2020,D040,126
INST002,2020,D041,80
INST002,2020,D042,195
INST002,2020,D043,73
INST002,2020,D044,113
INST002,2020,D045,70
INST002,2020,D046,126
INST002,2020,D047,269
INST002,2020,D048,112
INST002,2020,D049,43
INST002,2020,D050,36
INST002,2021,D001,785
INST002,2021,D002,567
INST002,2021,D003,385
INST002,2021,D004,183
INST002,2021,D005,268
INST002,2021,D006,216
INST002,2021,D007,356
INST002,2021,D008,287
INST002,2021,D009,115
INST002,2021,D010,139
INST002,2021,D011,91
INST002,2021,D012,240
INST002,2021,D013,106
INST002,2021,D014,238
INST002,2021,D015,452
INST002,2021,D016,420
INST002,2021,D017,241
INST002,2021,D018,313
INST002,2021,D019,262
INST002,2021,D020,351
INST002,2021,D021,109
INST002,2021,D022,155
INST002,2021,D023,228
INST002,2021,D024,64
INST002,2021,D025,58
INST002,2021,D026,65
INST002,2021,D027,88
INST002,2021,D028,131
INST002,2021,D029,79
INST002,2021,D030,82
INST002,2021,D031,82
INST002,2021,D032,114
INST002,2021,D033,155
INST002,2021,D034,58
INST002,2021,D035,61
INST002,2021,D036,33
INST002,2021,D037,1769
INST002,2021,D038,237
INST002,2021,D039,110
INST002,2021,D040,133
INST002,2021,D041,85
INST002,2021,D042,195
INST002,2021,D043,97
INST002,2021,D044,87
INST002,2021,D045,61
INST002,2021,D046,112
INST002,2021,D047,303
INST002,2021,D048,113
INST002,2021,D049,48
INST002,2021,D050,30
INST002,2022,D001,745
INST002,2022,D002,598
INST002,2022,D003,291
INST002,2022,D004,158
INST002,2022,D005,237
INST002,2022,D006,248
INST002,2022,D007,304
INST002,2022,D008,249
INST002,2022,D009,110
INST002,2022,D010,167
INST002,2022,D011,67
INST002,2022,D012,259
INST002,2022,D013,126
INST002,2022,D014,246
INST002,2022,D015,427
INST002,2022,D016,383
INST002,2022,D017,217
INST002,2022,D018,227
INST002,2022,D019,267
INST002,2022,D020,249
INST002,2022,D021,105
INST002,2022,D022,127
INST002,2022,D023,233
INST002,2022,D024,53
INST002,2022,D025,62
INST002,2022,D026,51
INST002,2022,D027,116
INST002,2022,D028,120
INST002,2022,D029,55
INST002,2022,D030,77
INST002,2022,D031,67
INST002,2022,D032,110
INST002,2022,D033,124
INST002,2022,D034,56
INST002,2022,D035,46
INST002,2022,D036,33
INST002,2022,D037,999
INST002,2022,D038,226
INST002,2022,D039,105
INST002,2022,D040,125
INST002,2022,D041,82
INST002,2022,D042,133
INST002,2022,D043,88
INST002,2022,D044,88
INST002,2022,D045,56
INST002,2022,D046,135
INST002,2022,D047,207
INST002,2022,D048,116
INST002,2022,D049,34
INST002,2022,D050,29
INST002,2023,D001,683
INST002,2023,D002,491
INST002,2023,D003,408
INST002,2023,D004,146
INST002,2023,D005,352
INST002,2023,D006,201
INST002,2023,D007,312
INST002,2023,D008,250
INST002,2023,D009,127
INST002,2023,D010,171
INST002,2023,D011,71
INST002,2023,D012,236
INST002,2023,D013,147
INST002,2023,D014,223
INST002,2023,D015,374
INST002,2023,D016,382
INST002,2023,D017,180
INST002,2023,D018,321
INST002,2023,D019,311
INST002,2023,D020,362
INST002,2023,D021,116
INST002,2023,D022,163
INST002,2023,D023,221
INST002,2023,D024,61
INST002,2023,D025,73
INST002,2023,D026,69
INST002,2023,D027,89
INST002,2023,D028,130
INST002,2023,D029,84
INST002,2023,D030,81
INST002,2023,D031,72
INST002,2023,D032,121
INST002,2023,D033,120
INST002,2023,D034,65
INST002,2023,D035,56
INST002,2023,D036,47
INST002,2023,D037,178
INST002,2023,D038,298
INST002,2023,D039,91
INST002,2023,D040,109
INST002,2023,D041,91
INST002,2023,D042,151
INST002,2023,D043,80
INST002,2023,D044,115
INST002,2023,D045,74
INST002,2023,D046,136
INST002,2023,D047,333
INST002,2023,D048,118
INST002,2023,D049,43
INST002,2023,D050,38
INST002,2024,D001,728
INST002,2024,D002,600
INST002,2024,D003,343
INST002,2024,D004,186
INST002,2024,D005,308
INST002,2024,D006,191
INST002,2024,D007,330
INST002,2024,D008,228
INST002,2024,D009,126
INST002,2024,D010,145
INST002,2024,D011,78
INST002,2024,D012,226
INST002,2024,D013,117
INST002,2024,D014,244
INST002,2024,D015,352
INST002,2024,D016,348
INST002,2024,D017,236
INST002,2024,D018,223
INST002,2024,D019,320
INST002,2024,D020,254
INST002,2024,D021,90
INST002,2024,D022,147
INST002,2024,D023,227
INST002,2024,D024,68
INST002,2024,D025,69
INST002,2024,D026,55
INST002,2024,D027,94
INST002,2024,D028,91
INST002,2024,D029,63
INST002,2024,D030,79
INST002,2024,D031,74
INST002,2024,D032,108
INST002,2024,D033,146
INST002,2024,D034,72
INST002,2024,D035,56
INST002,2024,D036,38
INST002,2024,D037,170
INST002,2024,D038,208
INST002,2024,D039,107
INST002,2024,D040,108
INST002,2024,D041,68
INST002,2024,D042,191
INST002,2024,D043,76
INST002,2024,D044,111
INST002,2024,D045,69
INST002,2024,D046,151
INST002,2024,D047,291
INST002,2024,D048,128
INST002,2024,D049,45
INST002,2024,D050,35
INST002,2025,D001,597
INST002,2025,D002,674
INST002,2025,D003,400
INST002,2025,D004,167
INST002,2025,D005,270
INST002,2025,D006,255
INST002,2025,D007,340
INST002,2025,D008,262
INST002,2025,D009,118
INST002,2025,D010,186
INST002,2025,D011,90
INST002,2025,D012,283
INST002,2025,D013,113
INST002,2025,D014,264
INST002,2025,D015,329
INST002,2025,D016,486
INST002,2025,D017,196
INST002,2025,D018,285
INST002,2025,D019,290
INST002,2025,D020,314
INST002,2025,D021,128
INST002,2025,D022,163
INST002,2025,D023,227
INST002,2025,D024,61
INST002,2025,D025,60
INST002,2025,D026,50
INST002,2025,D027,115
INST002,2025,D028,126
INST002,2025,D029,67
INST002,2025,D030,86
INST002,2025,D031,73
INST002,2025,D032,100
INST002,2025,D033,134
INST002,2025,D034,73
INST002,2025,D035,49
INST002,2025,D036,43
INST002,2025,D037,165
INST002,2025,D038,276
INST002,2025,D039,110
INST002,2025,D040,141
INST002,2025,D041,72
INST002,2025,D042,176
INST002,2025,D043,92
INST002,2025,D044,88
INST002,2025,D045,67
INST002,2025,D046,130
INST002,2025,D047,239
INST002,2025,D048,106
INST002,2025,D049,41
INST002,2025,D050,29
INST002,2026,D001,662
INST002,2026,D002,565
INST002,2026,D003,395
INST002,2026,D004,190
INST002,2026,D005,362
INST002,2026,D006,273
INST002,2026,D007,315
INST002,2026,D008,331
INST002,2026,D009,124
INST002,2026,D010,135
INST002,2026,D011,106
INST002,2026,D012,348
INST002,2026,D013,141
